ID,Item,Item_det,Price,Resturant_id
38264,Omelette,,70,11321
38265,Chilly Egg,,140,11321
38266,Chicken Kabab,,180,11321
38267,Chicken Pepper Dry,,180,11321
38268,Chicken Lollipop,,195,11321
38269,Kalmi Kabab ,4 pieces,320,11321
38270,Chilly Chicken,,200,11321
38271,Tandoori Subz Platter ,20 Pieces,900,11321
38272,Paneer Hare Mutter ki Tikki,,195,11321
38273,Makai Motia Sheekh,,195,11321
38274,Chhene Bhare Mushroom,,220,11321
38275,Aloo Nazakhat,,200,11321
38276,Tandoori Phool Gobi Chowkwali,,200,11321
38277,Lazeez Khas Paneer Tikka,,230,11321
38278,Golden Fried Baby Corn,,150,11321
38279,Veg Spring Roll,,160,11321
38280,Crackling Spinach Potato,,170,11321
38281,Kung Pao Baby Corn,,180,11321
38282,Baby Corn Manchurian,,160,11321
38283,Tandoori Non Veg Platter ,30 Pieces,1500,11321
38284,Tandoori Chicken Platter ,25 Pieces,1100,11321
38285,Chooza Shahi Kebab,,350,11321
38286,Choppey Nawabi,,380,11321
38287,Tandoori Masoori Tangdi,,340,11321
38288,Murgh Malai Kebab,,310,11321
38289,Kabuli Murgh Tikka,,310,11321
38290,Sarson Di Mahi Tikka,,350,11321
38291,Achari Fish Tikka,,350,11321
38292,Tandoori Sunheri Jhinga,,520,11321
38293,Hunan Chicken,,245,11321
38294,Schezwan Chicken,,245,11321
38295,Chicken Salt n Pepper,,230,11321
38296,Chicken Winglet Hot n Spicy,,230,11321
38297,Dragon Chicken with Spinach,,240,11321
38298,Shanghai Fish,,310,11321
38299,Devil Fish,,310,11321
38300,Devil Prawns,,370,11321
38301,Golden Fried Prawns,,370,11321
38302,Subzi Methi Mehek,,175,11321
38303,Subzi Diwani Handi,,175,11321
38304,Kadhai Subzi,,175,11321
38305,Kumbh Makai Palak,,185,11321
38306,Paneer Tikka Masala,,205,11321
38307,Lassoni Palak Paneer,,195,11321
38308,Kadhai Paneer Patiala,,195,11321
38309,Adraki Aloo Gobi,,150,11321
38310,Aloo Gobi Simla Mirchi,,150,11321
38311,Dal Fry,,140,11321
38312,Yellow Dal Double Tadka,,160,11321
38313,Palak Wali Dal,,150,11321
38314,Dal Makhani,,180,11321
38315,Murgh Makhani,,260,11321
38316,Murgh Shahi Patiala,,260,11321
38317,Dum Khas Methi Murgh,,250,11321
38318,Murgh Tariwala,,250,11321
38319,Murgh Lababdar,,260,11321
38320,Macchi Tariwala,,250,11321
38321,Kadhai Jhinga,,390,11321
38322,Singapore Fish,,220,11321
38323,Steamed Rice,,80,11321
38324,Curd Rice,,100,11321
38325,Jeera Mutter Pulav,,180,11321
38326,Vegetables Pulav,,180,11321
38327,Desi Ghee ka Chawal,,170,11321
38328,Murgh Dum Biryani,,210,11321
38329,Garlic and Capsicum Fried Rice,,175.00 onwards,11321
38330,Veg Fried Rice,,170.00 onwards,11321
38331,Egg Fried Rice,,185.00 onwards,11321
38332,Chicken Fried Rice,,195.00 onwards,11321
38333,Mix Non Veg Fried Rice,,230.00 onwards,11321
38334,Garlic and Capsicum Noodles,,175.00 onwards,11321
38335,Veg Noodles,,170.00 onwards,11321
38336,Golden Garlic Noodles,,170.00 onwards,11321
38337,Veg Chinese Chopsuey,,175.00 onwards,11321
38338,Veg American Chopsuey,,175.00 onwards,11321
38339,Egg Noodles,,185.00 onwards,11321
38340,Mix Non Veg Noodles,,230.00 onwards,11321
38341,Chinese Chicken Chopsuey,,210.00 onwards,11321
38342,American Chicken Chopsuey,,210.00 onwards,11321
38343,Plain Tandoori Roti,,35,11321
38344,Butter Tandoori Roti,,40,11321
38345,Plain Paratha,,40,11321
38346,Butter Paratha,,45,11321
38347,Stuffed Paratha,,55,11321
38348,Plain Naan,,40,11321
38349,Butter Naan,,45,11321
38350,Garlic Naan,,50,11321
38351,Cheese Naan,,55,11321
38352,Plain Kulcha,,35,11321
38353,Butter Kulcha,,40,11321
38354,Romali Roti,,35,11321
38355,Mixed Veg Raita,,70,11321
38356,Red Bull,,150,11321
38357,Mineral Water ,1 litre,40,11321
38358,Masala Dosa,,45,10925
38359,Mughlai Biryani,,95,10925
38360,Paneer Butter Masala,,110,10925
38361,Roti,,35,10925
38362,Paneer Chilli,,90,10925
38363,Cream of Tomato Soup,,50,10925
38364,Cream of Vegetable Soup,,50,10925
38365,Manchow Soup,,60,10925
38366,Minestrone Soup,,50,10925
38367,Hot and Sour Soup,,60,10925
38368,Sweet Corn Vegetable Soup,,60,10925
38369,Cream of Mushroom Soup,,50,10925
38370,Mushroom with Veg Clear Soup,,50,10925
38371,Gobi 65,,75,10925
38372,Gobi Chilli,,75,10925
38373,Gobi Manchurian,,70,10925
38374,Baby Corn Chilli,,80,10925
38375,Baby Corn Manchurian,,80,10925
38376,Baby Corn Pepper,,85,10925
38377,Paneer 65,,90,10925
38378,Paneer Tikka,,95,10925
38379,Paneer Pepper,,100,10925
38380,Paneer Manchurian,,90,10925
38381,Mushroom Chilli,,85,10925
38382,Mushroom Manchurian,,80,10925
38383,Mushroom Pepper Dry,,95,10925
38384,Krishna Sagar Special Manchurian,,90,10925
38385,Veg Hyderabadi,,115,10925
38386,Dum Aloo Hyderabadi,,115,10925
38387,Baby Corn Green Masala,,115,10925
38388,Baby Corn Mushroom Masala,,115,10925
38389,Chana Masala,,100,10925
38390,Veg Jaipuri,,115,10925
38391,Veg Kolhapuri,,115,10925
38392,Veg Keema,,110,10925
38393,Veg Malai Kofta,,110,10925
38394,Vegetable Kofta,,110,10925
38395,Veg Do Pyaza,,110,10925
38396,Veg Makhanwala,,110,10925
38397,Veg Shahi Korma,,110,10925
38398,Veg Korma,,110,10925
38399,Veg Pepper Masala,,110,10925
38400,Mixed Veg Curry,,110,10925
38401,Kadai Mixed Vegetable,,115,10925
38402,Navratan Korma,,110,10925
38403,Stuffed Aloo,,100,10925
38404,Aloo Matar,,100,10925
38405,Aloo Fry,,110,10925
38406,Aloo Chana,,105,10925
38407,Aloo Gobi,,100,10925
38408,Dum Aloo Kashmiri,,110,10925
38409,Gobi Masala,,100,10925
38410,Peas Gobi,,105,10925
38411,Kadai Gobi Matar,,115,10925
38412,Green Peas Masala,,100,10925
38413,Peas Palak,,100,10925
38414,Plain Palak,,100,10925
38415,Stuffed Tomato,,100,10925
38416,Stuffed Capsicum,,100,10925
38417,Capsicum Masala,,100,10925
38418,Methi Malai Matar,,110,10925
38419,Paneer Kofta,,110,10925
38420,Kaju Masala,,110,10925
38421,Kaju Matar,,110,10925
38422,Dingri Matar,,110,10925
38423,Kadai Paneer,,115,10925
38424,Chana Paneer,,110,10925
38425,Shahi Paneer,,110,10925
38426,Paneer Korma,,110,10925
38427,Paneer Gucchi,,110,10925
38428,Paneer Bhurji,,110,10925
38429,Paneer Tikka Masala,,110,10925
38430,Mushroom Masala,,110,10925
38431,Kadai Mushroom,,115,10925
38432,Palak Peas Mushroom,,110,10925
38433,Krishna Sagar Special Curry,,110,10925
38434,Gobi Manchurian Gravy,,70,10925
38435,Baby Corn Manchurian Gravy,,80,10925
38436,Mushroom Manchurian Gravy,,80,10925
38437,Dal Fry,,90,10925
38438,Dal Punjabi,,90,10925
38439,Dal Makhani,,100,10925
38440,Butter Roti,,30,10925
38441,Pudina Roti,,35,10925
38442,Methi Roti,,35,10925
38443,Garlic Naan,,45,10925
38444,Butter Naan,,35,10925
38445,Mughlai Naan,,50,10925
38446,Kashmiri Naan,,50,10925
38447,Paratha,,30,10925
38448,Stuffed Paratha,,35,10925
38449,Pudina Paratha,,40,10925
38450,Methi Paratha,,40,10925
38451,Kulcha,,25,10925
38452,Masala Kulcha,,35,10925
38453,Butter Kulcha,,30,10925
38454,Naan,,30,10925
38455,Veg Biryani,,90,10925
38456,Veg Handi Biryani,,95,10925
38457,Peas Biryani,,90,10925
38458,Kashmiri Biryani,,95,10925
38459,Mushroom Biryani,,90,10925
38460,Jeera Rice,,80,10925
38461,Ghee Rice,,80,10925
38462,Veg Pulao,,80,10925
38463,Peas Pulao,,85,10925
38464,Shahjani Pulao,,95,10925
38465,Veg Handi Pulao,,90,10925
38466,Curd Rice,,40,10925
38467,Dal Khichdi,,80,10925
38468,Kashmiri Pulao,,95,10925
38469,Veg Fried Rice,,80,10925
38470,Veg Schezwan Fried Rice,,85,10925
38471,Veg Ginger Fried Rice,,85,10925
38472,Veg Triple Fried Rice,,90,10925
38473,Manchow Fried Rice,,85,10925
38474,Peking Fried Rice,,85,10925
38475,Mushroom Fried Rice,,85,10925
38476,Paneer Fried Rice,,90,10925
38477,Singapore Fried Rice,,90,10925
38478,Krishna Sagar Special Fried Rice,,85,10925
38479,Nan King Noodles,,85,10925
38480,Peking Noodles,,85,10925
38481,Schezwan Noodles,,85,10925
38482,Manchow Noodles,,85,10925
38483,Krishna Sagar Special Noodles,,85,10925
38484,Singapore Noodles,,85,10925
38485,Mushroom Noodles,,85,10925
38486,Hakka Noodles,,90,10925
38487,American Chopsuey,,90,10925
38488,2 Idli,,25,10925
38489,Rava Idli,,30,10925
38490,Vada,,20,10925
38491,Idli Vada,,45,10925
38492,Single Idli Vada,,33,10925
38493,Plain Dosa,,38,10925
38494,Set Dosa,,40,10925
38495,Onion Dosa,,50,10925
38496,Paper Plain Dosa,,45,10925
38497,Paper Masala Dosa,,55,10925
38498,Paper Butter Masala Dosa,,60,10925
38499,Butter Masala Dosa,,50,10925
38500,Ghee Masala Dosa,,55,10925
38501,Ghee Plain Dosa,,45,10925
38502,Rava Dosa,,50,10925
38503,Rava Masala Dosa,,55,10925
38504,Rava Onion Dosa,,65,10925
38505,Rava Onion Masala Dosa,,40,10925
38506,Bajji,,30,10925
38507,Tomato Raita,,50,10925
38508,Punjabi Raita,,50,10925
38509,Aloo Raita,,50,10925
38510,Onion Raita,,50,10925
38511,Kashmiri Raita,,60,10925
38512,Boondi Raita,,60,10925
38513,Pineapple Raita,,50,10925
38514,Cucumber Raita,,50,10925
38515,Mixed Raita,,50,10925
38516,Plain Curd ,1 Bowl,30,10925
38517,Curd ,1 Cup,15,10925
38518,Green Salad,,60,10925
38519,Tomato Salad,,50,10925
38520,Mosambi Juice,,40,10925
38521,Watermelon Juice,,40,10925
38522,Grape Juice,,40,10925
38523,Pineapple Juice,,40,10925
38524,Pomegranate Juice,,50,10925
38525,Banana Milkshake,,50,10925
38526,Pista Milkshake,,60,10925
38527,Chocolate Milkshake,,60,10925
38528,Strawberry Milkshake,,60,10925
38529,Vanilla Milkshake,,60,10925
38530,Butterscotch Milkshake,,60,10925
38531,Badam Milkshake,,60,10925
38532,Papaya Milkshake,,40,10925
38533,Blackcurrant Milkshake,,60,10925
38534,Rose Milkshake,,60,10925
38535,Sweet Lassi,,35,10925
38536,Salt Lassi,,35,10925
38537,Buttermilk,,40,10925
38538,Cocktail,,50,10925
38539,Cheeseless Pizza,,340.00 onwards,9794
38540,Veggie Blast Pizza,,429.00 onwards,9794
38541,All Paneer Pizza,,390.00 onwards,9794
38542,Jexmex Pizza,,365.00 onwards,9794
38543,All Meat Pizza,,420.00 onwards,9794
38544,All Pepperoni Pizza,,407.00 onwards,9794
38545,Hawaiian Twist Pizza,,380.00 onwards,9794
38546,Peta Pan Pizza,,380.00 onwards,9794
38547,Slim Fest Pizza,,380.00 onwards,9794
38548,Cornito Pizza,,380.00 onwards,9794
38549,Simple Delight Pizza,,380.00 onwards,9794
38550,Good Life Pizza,,380.00 onwards,9794
38551,Nature's Basket Pizza,,390.00 onwards,9794
38552,Tropican Pizza,,390.00 onwards,9794
38553,Protein Tomb Pizza,,390.00 onwards,9794
38554,Eat Light Pizza,,390.00 onwards,9794
38555,Kitchen Garden Pizza,,390.00 onwards,9794
38556,High Seven Pizza,,390.00 onwards,9794
38557,Veg Kamikaze Pizza,,480.00 onwards,9794
38558,Draki Turkey Pizza,,550.00 onwards,9794
38559,She Quail Pizza,,510.00 onwards,9794
38560,Jigsaw Pizza,,380.00 onwards,9794
38561,Bunny Pizza,,540.00 onwards,9794
38562,Ravan Pizza,,470.00 onwards,9794
38563,Red Hot Pizza,,400.00 onwards,9794
38564,Hindustani Pizza,,410.00 onwards,9794
38565,Papparazzi Pizza,,400.00 onwards,9794
38566,Quack Pizza,,540.00 onwards,9794
38567,Dragon Pizza,,407.00 onwards,9794
38568,Crown Pizza,,590.00 onwards,9794
38569,Babe's Demise Pizza,,415.00 onwards,9794
38570,Steamed Chicken Momos,,80,10898
38571,Fried Chicken Momos,,80,10898
38572,Spicy Chicken Wings,,160,10898
38573,Chicken Chilli Dry,,160,10898
38574,Chicken Manchurian Gravy,,160,10898
38575,Veg Fried Rice,,80,10898
38576,Veg Hakka Noodles,,80,10898
38577,Chicken Fried Rice,,100,10898
38578,Chicken Schezwan Rice,,110,10898
38579,Chicken Hakka Noodles,,100,10898
38580,Veg Manchow Soup,,80,10898
38581,Veg Hot and Sour Soup,,80,10898
38582,Veg Lemon Pepper Soup,,80,10898
38583,Veg Sizzling Special Soup,,80,10898
38584,Veg Clear Soup,,80,10898
38585,Veg Tom Kha Soup,,80,10898
38586,Chicken Manchow Soup,,90,10898
38587,Chicken Hot and Sour Soup,,90,10898
38588,Chicken Lemon Pepper Soup,,90,10898
38589,Chicken Sizzling Special Soup,,90,10898
38590,Chicken Clear Soup,,90,10898
38591,Chicken Wonton Soup,,90,10898
38592,Chicken Tom Kha Soup,,90,10898
38593,Seafood Manchow Soup,,100,10898
38594,Seafood Hot and Sour Soup,,100,10898
38595,Seafood Lemon Pepper Soup,,100,10898
38596,Seafood Sizzling Special Soup,,100,10898
38597,Seafood Clear Soup,,100,10898
38598,Seafood Wonton Soup,,100,10898
38599,Seafood Tom Kha Soup,,100,10898
38600,Mushroom Salt and Pepper,,130,10898
38601,Baby Corn Mushroom Chilli Pepper,,130,10898
38602,Crispy Chilli Potato,,110,10898
38603,Honey Chilli Potato,,110,10898
38604,Dragon Roll,,120,10898
38605,Spring Roll,,120,10898
38606,Crispy Peking Baby Corn,,120,10898
38607,Veg Crispy Dragon,,120,10898
38608,Veg Stir Fried,,120,10898
38609,Chicken Dragon Roll,,140,10898
38610,Chicken Spring Roll,,140,10898
38611,Crispy Peking Chicken,,160,10898
38612,Thai Fried Chicken,,160,10898
38613,Lemon Basil Chicken,,160,10898
38614,Dragon Chicken,,160,10898
38615,Chinese Fried Chicken,,170,10898
38616,Tai Pai Chicken,,160,10898
38617,Chicken Namprick Paw,,160,10898
38618,Crackling Spinach Chicken,,170,10898
38619,Hunan Chicken Dry,,160,10898
38620,Kung Pao Chicken Dry,,160,10898
38621,Chicken Hot Bean Dry,,160,10898
38622,Shangai Chicken Dry,,160,10898
38623,Hong Kong Chicken Dry,,160,10898
38624,Ginger Chicken Dry,,160,10898
38625,Garlic Chicken Dry,,160,10898
38626,Leefu Chicken Dry,,160,10898
38627,Chicken Black Pepper Dry,,160,10898
38628,Chicken Manchurian Dry,,160,10898
38629,Honey Chicken Dry,,160,10898
38630,Honey Hunan Chicken Dry,,160,10898
38631,Schezwan Chicken Dry,,160,10898
38632,Thai Fried Prawn,,190,10898
38633,Mumbai Style Lollipop,,150,10898
38634,Peking Style Lollipop,,160,10898
38635,Veg Thai Red Curry,,130,10898
38636,Veg Thai Green Curry,,130,10898
38637,Veg Thai Yellow Curry,,130,10898
38638,Chicken Thai Red Curry,,150,10898
38639,Chicken Thai Green Curry,,150,10898
38640,Chicken Thai Yellow Curry,,150,10898
38641,Seafood Thai Red Curry,,190,10898
38642,Seafood Thai Green Curry,,190,10898
38643,Seafood Thai Yellow Curry,,190,10898
38644,Paneer Chilli Gravy,,130,10898
38645,Paneer Manchurian Gravy,,130,10898
38646,Gobi Chilli Gravy,,120,10898
38647,Gobi Manchurian Gravy,,120,10898
38648,Baby Corn Chilli Gravy,,120,10898
38649,Baby Corn Manchurian Gravy,,120,10898
38650,Potato Black Pepper,,120,10898
38651,Veg Ball in Choice of Sauce,,120,10898
38652,Mushroom Chilli Gravy,,130,10898
38653,Mushroom Manchurian Gravy,,130,10898
38654,Mix Veg Choice of Sauce,,130.00 onwards,10898
38655,Slice Chicken in Hoisin Sauce,,160,10898
38656,Chicken Chilli in Oyster Sauce,,160,10898
38657,Chicken Ginger Wine Sauce,,160,10898
38658,Hunan Chicken Gravy,,160,10898
38659,Kung Pao Chicken Gravy,,160,10898
38660,Chicken Hot Bean Gravy,,160,10898
38661,Shangai Chicken Gravy,,160,10898
38662,Hong Kong Chicken Gravy,,160,10898
38663,Ginger Chicken Gravy,,160,10898
38664,Garlic Chicken Gravy,,160,10898
38665,Leefu Chicken Gravy,,160,10898
38666,Chicken Black Pepper Gravy,,160,10898
38667,Chilli Chicken Gravy,,160,10898
38668,Honey Chicken Gravy,,160,10898
38669,Honey Hunan Chicken Gravy,,160,10898
38670,Schezwan Chicken Gravy,,160,10898
38671,Veg Leefu Rice,,90,10898
38672,Veg Schezwan Rice,,90,10898
38673,Veg Lemon Basil,,90,10898
38674,Veg Pepper Fried Rice,,90,10898
38675,Veg Ginger Capsicum Rice,,90,10898
38676,Veg Chilly Garlic Rice,,90,10898
38677,Veg Shanghai Fried Rice,,90,10898
38678,Veg Malaca Rice,,100,10898
38679,Veg Kow Phad Khapro Rice,,100,10898
38680,Veg Nasi Goreng,,100,10898
38681,Veg Triple Rice,,100,10898
38682,Veg Hong Kong Lomein Noodles,,110,10898
38683,Veg Leefu Noodles,,90,10898
38684,Veg Schezwan Noodles,,90,10898
38685,Veg Lemon Basil Noodles,,90,10898
38686,Veg Pepper Noodles,,90,10898
38687,Veg Chilly Garlic Noodles,,90,10898
38688,Veg Sizzling Special Noodles,,110,10898
38689,Veg Danmien Noodles,,90,10898
38690,Veg Cantonese Noodles,,140,10898
38691,Veg Phad Thai Noodles,,120,10898
38692,Egg Fried Rice,,90,10898
38693,Egg Leefu Rice,,100,10898
38694,Egg Schezwan Rice,,100,10898
38695,Egg Lemon Basil,,100,10898
38696,Egg Pepper Fried Rice,,100,10898
38697,Egg Ginger Capsicum Rice,,100,10898
38698,Egg Chilly Garlic Rice,,100,10898
38699,Egg Shanghai Fried Rice,,100,10898
38700,Egg Malaca Rice,,110,10898
38701,Egg Kow Phad Khapro Rice,,110,10898
38702,Egg Nasi Goreng,,110,10898
38703,Egg Triple Rice,,110,10898
38704,Egg Hakka Noodles,,90,10898
38705,Egg Hong Kong Lomein Noodles,,120,10898
38706,Egg Leefu Noodles,,100,10898
38707,Egg Schezwan Noodles,,100,10898
38708,Egg Lemon Basil Noodles,,100,10898
38709,Egg Pepper Noodles,,100,10898
38710,Egg Chilly Garlic Noodles,,100,10898
38711,Egg Sizzling Special Noodles,,120,10898
38712,Egg Danmien Noodles,,100,10898
38713,Chicken Leefu Rice,,110,10898
38714,Chicken Lemon Basil,,110,10898
38715,Chicken Pepper Fried Rice,,110,10898
38716,Chicken Ginger Capsicum Rice,,110,10898
38717,Chicken Chilly Garlic Rice,,110,10898
38718,Chicken Shanghai Fried Rice,,110,10898
38719,Chicken Malaca Rice,,120,10898
38720,Chicken Kow Phad Khapro Rice,,120,10898
38721,Chicken Nasi Goreng,,120,10898
38722,Chicken Triple Rice,,120,10898
38723,Chicken Hong Kong Lomein Noodles,,130,10898
38724,Chicken Leefu Noodles,,110,10898
38725,Chicken Schezwan Noodles,,110,10898
38726,Chicken Lemon Basil Noodles,,110,10898
38727,Chicken Pepper Noodles,,110,10898
38728,Chicken Chilly Garlic Noodles,,110,10898
38729,Chicken Sizzling Special Noodles,,130,10898
38730,Chicken Danmien Noodles,,110,10898
38731,Chicken Cantonese Noodles,,160,10898
38732,Chicken Phad Thai Noodles,,140,10898
38733,Veg American Chopsuey,,140,10898
38734,Veg Dragon Chopsuey,,140,10898
38735,Veg Chinese Chopsuey,,140,10898
38736,Veg Steam Koithio,,140,10898
38737,Veg Koithio,,120,10898
38738,Veg Triple Schezwan,,140,10898
38739,Chicken American Chopsuey,,150,10898
38740,Chicken Dragon Chopsuey,,150,10898
38741,Chicken Chinese Chopsuey,,150,10898
38742,Chicken Steam Koithio,,150,10898
38743,Chicken Koithio,,130,10898
38744,Chicken Triple Schezwan,,150,10898
38745,Seafood American Chopsuey,,160,10898
38746,Seafood Dragon Chopsuey,,160,10898
38747,Seafood Chinese Chopsuey,,160,10898
38748,Seafood Steam Koithio,,160,10898
38749,Seafood Koithio,,160,10898
38750,Seafood Triple Schezwan,,160,10898
38751,Seafood Fried Rice,,110,10898
38752,Seafood Leefu Rice,,120,10898
38753,Seafood Schezwan Rice,,120,10898
38754,Seafood Lemon Basil,,120,10898
38755,Seafood Pepper Fried Rice,,120,10898
38756,Seafood Ginger Capsicum Rice,,120,10898
38757,Seafood Chilly Garlic Rice,,120,10898
38758,Seafood Shanghai Fried Rice,,120,10898
38759,Seafood Malaca Rice,,130,10898
38760,Seafood Kow Phad Khapro Rice,,130,10898
38761,Seafood Nasi Goreng,,130,10898
38762,Seafood Triple Rice,,130,10898
38763,Seafood Hakka Noodles,,110,10898
38764,Seafood Hong Kong Lomein Noodles,,140,10898
38765,Seafood Leefu Noodles,,120,10898
38766,Seafood Schezwan Noodles,,120,10898
38767,Seafood Lemon Basil Noodles,,120,10898
38768,Seafood Pepper Noodles,,120,10898
38769,Seafood Chilly Garlic Noodles,,120,10898
38770,Seafood Sizzling Special Noodles,,140,10898
38771,Seafood Danmien Noodles,,120,10898
38772,Seafood Cantonese Noodles,,170,10898
38773,Seafood Phad Thai Noodles,,150,10898
38774,Fish Chilli,,190,10898
38775,Fish Chilli Oyster,,190,10898
38776,Fish Manchurian,,190,10898
38777,Fish Hot Garlic,,190,10898
38778,Fish Schezwan,,190,10898
38779,Fish Black Pepper,,190,10898
38780,Fish Ginger Wine Sauce,,190,10898
38781,Prawn Chilli,,190,10898
38782,Prawn Chilli Oyster,,190,10898
38783,Prawn Manchurian,,190,10898
38784,Prawn Hot Garlic,,190,10898
38785,Prawn Schezwan,,190,10898
38786,Prawn Black Pepper,,190,10898
38787,Prawn Ginger Wine Sauce,,190,10898
38788,Schezwan Chicken Momo,,90,10898
38789,Chilli Chicken Momo,,90,10898
38790,2 Chole Bhature,,69.00 onwards,8023
38791,Plain Paratha with Aloo Bhujiya,,109.00 onwards,8023
38792,Veg Meal,,95,8023
38793,Veg Phulka Meal,,99,8023
38794,Classic Litti,,115.00 onwards,8023
38795,Aloo Litti,,115.00 onwards,8023
38796,Chicken Classic Litti,,175.00 onwards,8023
38797,Aloo Bhujiya,,69.00 onwards,8023
38798,Veg Special Meal,,145,8023
38799,Veg Phulka Special Meal,,149,8023
38800,Mini Veg Meal,,65,8023
38801,Mini Veg Phulka Meal,,69,8023
38802,Mini Special Meal,,109,8023
38803,Mini Phulka Special Meal,,115,8023
38804,Chawal Dal Bhujiya,,119,8023
38805,Chola Chawal Meal,,99,8023
38806,Anda Chawal Meal,,129,8023
38807,Egg Meal,,129,8023
38808,Egg Phulka Meal,,135,8023
38809,Egg Mini Meal,,85,8023
38810,Egg Mini Phulka Meal,,89,8023
38811,Chicken Chawal,,169,8023
38812,Chicken Meal,,169,8023
38813,Chicken Phulka Meal,,175,8023
38814,Chicken Mini Meal,,109,8023
38815,Chicken Mini Phulka Meal,,115,8023
38816,3 Stuffed Sattu Poori with Aloo Subzi,,55.00 onwards,8023
38817,3 Stuffed Sattu Poori with Chole,,55.00 onwards,8023
38818,3 Palak Poori with Aloo Subzi,,55.00 onwards,8023
38819,3 Palak Poori with Chole,,55.00 onwards,8023
38820,3 Plain Poori with Aloo Subzi,,55.00 onwards,8023
38821,3 Plain Poori with Chole,,55.00 onwards,8023
38822,Plain Maggi,,65,8023
38823,Special Maggi,,85,8023
38824,Exotic Maggi,,95,8023
38825,Egg Maggi,,90,8023
38826,Egg Bhurji,,45,8023
38827,Omelette,,39,8023
38828,Boiled Egg,,35,8023
38829,Bread Omlette,,65,8023
38830,Bread Cheese Omelette,,85,8023
38831,Special Litti,,125.00 onwards,8023
38832,Aloo Special Litti,,125.00 onwards,8023
38833,Dal Litti,,105.00 onwards,8023
38834,Litti Meal,,159.00 onwards,8023
38835,Chicken Special Litti,,185.00 onwards,8023
38836,Chicken Litti Meal,,199.00 onwards,8023
38837,Onion Pakoda,,45,8023
38838,Ghar ki Dal,,65.00 onwards,8023
38839,Aaj ki Subzi,,55.00 onwards,8023
38840,Aaj ki Special Subzi,,85.00 onwards,8023
38841,Dal Fry,,85.00 onwards,8023
38842,BBQ Chokha,,65.00 onwards,8023
38843,Egg Curry,,69.00 onwards,8023
38844,Chicken Latpata,,129.00 onwards,8023
38845,Chicken Curry,,119.00 onwards,8023
38846,Sattu Paratha,,65.00 onwards,8023
38847,Aloo Paratha,,59.00 onwards,8023
38848,Gobi Paratha,,59.00 onwards,8023
38849,Mooli Paratha,,59.00 onwards,8023
38850,Paneer Paratha,,65.00 onwards,8023
38851,Plain Paratha,,35.00 onwards,8023
38852,Palak Paratha,,39.00 onwards,8023
38853,Methi Paratha,,39.00 onwards,8023
38854,Aloo Methi Paratha,,65.00 onwards,8023
38855,Sattu Methi Paratha,,69.00 onwards,8023
38856,Aloo Palak Paratha,,60.00 onwards,8023
38857,Sattu Palak Paratha,,69.00 onwards,8023
38858,Palak Paneer Paratha,,69.00 onwards,8023
38859,Plain Paratha with Special Subzi,,135.00 onwards,8023
38860,Phulka,,12,8023
38861,Anda Paratha,,135.00 onwards,8023
38862,Chicken Paratha,,165.00 onwards,8023
38863,Plain Rice,,30,8023
38864,Jeera Rice,,99,8023
38865,Chilli Paneer,,155,8023
38866,Chilli Mushroom,,155,8023
38867,Chilli Babycorn,,155,8023
38868,Aloo Chop,,65,8023
38869,Baigan Pakoda,,65,8023
38870,Raw Banana Pakoda,,65,8023
38871,Aloo Pakoda,,50,8023
38872,Onion Palak Pakoda,,65,8023
38873,Egg Pakoda,,65,8023
38874,Chilli Chicken,,195,8023
38875,Boondi Raita,,35,8023
38876,Papad,,15,8023
38877,Masala Papad,,35,8023
38878,Curd,,15,8023
38879,Mohan Bhog,,70,8023
38880,Hot Gulab Jamun ,2 Pieces,40,8023
38881,Sweet Lassi,,45,8023
38882,Butter Milk,,25,8023
38883,Masala Nimbu Pani,,35,8023
38884,Chatpata Jal Jeera,,35,8023
38885,Paneer Methi Malai,,190,11101
38886,Murg Kolhapuri,,190,11101
38887,Butter Naan,,55,11101
38888,Tomato Soup,,130,11101
38889,Veg Manchow Soup,,130,11101
38890,Veg Hot and Sour Soup,,130,11101
38891,Veg Sweet Corn Soup,,130,11101
38892,Veg Cream of Mushroom Soup,,130,11101
38893,Veg Lemon Coriander Soup,,130,11101
38894,Chicken Clear Soup,,150,11101
38895,Chicken Hot N Sour Soup,,150,11101
38896,Chicken Manchow Soup,,150,11101
38897,Cream of Chicken Soup,,150,11101
38898,Chicken Lemon Coriander Soup,,150,11101
38899,Honey Chilli Cauliflower,,180,11101
38900,Fried American Corn,,160,11101
38901,French Fries,,150,11101
38902,Chana Chilli,,170,11101
38903,Egg Roast,,100,11101
38904,Egg Bhurji,,90,11101
38905,Egg Omelette,,70,11101
38906,Boiled Egg,,40,11101
38907,Oil Fry Kebab,,200,11101
38908,Dal Tadka,,130,11101
38909,Dal Makhani,,160,11101
38910,Dal Methi,,140,11101
38911,Shahi Paneer,,190,11101
38912,Paneer Lababdar,,220,11101
38913,Veg Jalfrezi,,190,11101
38914,Veg Kofta,,190,11101
38915,Malai Kofta,,220,11101
38916,Paneer Butter Masala,,200,11101
38917,Dum Aloo,,160,11101
38918,Matar Paneer,,190,11101
38919,Paneer Bhurji,,190,11101
38920,Aloo Gobi,,170,11101
38921,Palak Paneer,,200,11101
38922,Paneer Do Pyaza,,190,11101
38923,Veg Nawabi Korma,,180,11101
38924,Veg Kadai,,180,11101
38925,Kadai Paneer,,200,11101
38926,Kadai Mushroom,,190,11101
